,PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
20658,20659,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,2,0,0,0,0,2,0,11,5
20659,20660,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,2,0,0,0,0,0,2,0,0,34,12
20660,20661,14,13,1,0,0,0.0,0.0,0.071,0.929,0,0,0.0,0.0,0,0,0,1,12,0,0,12,2,1,58,35
20661,20662,5,1,4,3,0,0.6,0.0,0.8,0.2,3,0,0.6,0.0,1,3,0,1,0,0,1,3,2,0,105,3
20662,20663,6,3,3,1,1,0.167,0.167,0.5,0.5,1,1,0.167,0.167,2,0,0,0,0,0,0,6,0,6,55,3
20663,20664,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,0,1,0,1,40,40
20664,20665,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,16,16
20665,20666,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,1,1,0,0,1,0,0,2,0,0,17,10
20666,20667,10,7,3,3,2,0.3,0.2,0.3,0.7,3,5,0.3,0.5,1,0,0,4,0,0,4,0,10,2,44,3
20667,20668,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,0,0,1,1,38,38
20668,20669,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,0,0,0,2,0,0,2,0,0,33,17
20669,20670,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,1,1
20670,20671,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,36,36
20671,20672,18,11,7,5,0,0.278,0.0,0.389,0.611,6,0,0.333,0.0,0,0,1,1,5,0,0,15,3,11,107,3
20672,20673,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
20673,20674,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,11,11
20674,20675,11,3,8,3,2,0.273,0.182,0.727,0.273,5,3,0.455,0.273,0,0,0,7,0,0,1,1,10,3,20,3
20675,20676,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
20676,20677,31,26,5,2,4,0.065,0.129,0.161,0.839,6,7,0.194,0.226,0,0,0,0,0,0,2,29,2,29,73,4
20677,20678,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,32,32
20678,20679,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,2,1,48,23
20679,20680,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,2,0,25,18
20680,20681,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,0,1,0,0,1,0,0,2,0,0,28,23
20681,20682,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,35,35
20682,20683,4,2,2,1,0,0.25,0.0,0.5,0.5,1,0,0.25,0.0,1,4,0,0,0,0,0,4,0,0,66,4
20683,20684,6,2,4,4,2,0.667,0.333,0.667,0.333,6,2,1.0,0.333,2,1,0,1,2,0,0,3,3,2,12,2
20684,20685,8,3,5,2,0,0.25,0.0,0.625,0.375,5,0,0.625,0.0,1,1,0,5,1,0,0,2,6,1,150,4
20685,20686,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,1,0,0,2,0,0,3,0,0,65,29
20686,20687,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,20,20
20687,20688,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8,8
20688,20689,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
20689,20690,4,1,3,0,0,0.0,0.0,0.75,0.25,1,0,0.25,0.0,0,1,0,3,0,0,0,1,3,0,30,10
20690,20691,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8
20691,20692,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,38,38
20692,20693,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,0,0,1,1,15,15
20693,20694,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,1,1,1,52,7
20694,20695,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,2,1,17,17
20695,20696,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,2,0,0,1,0,0,0,0,2,1,2,2
20696,20697,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,1,0,0,0,0,0,1,0,3,3
20697,20698,7,5,2,2,0,0.286,0.0,0.286,0.714,2,0,0.286,0.0,0,1,0,1,5,0,0,6,1,0,40,3
20698,20699,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,5,5
20699,20700,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
20700,20701,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,0,0,0,1,0,0,1,1,2,1,9,4
20701,20702,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,121,121
20702,20703,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10,10
20703,20704,12,11,1,0,0,0.0,0.0,0.083,0.917,1,0,0.083,0.0,0,1,0,0,11,0,0,12,0,0,87,9
20704,20705,11,5,6,2,1,0.182,0.091,0.545,0.455,3,4,0.273,0.364,1,2,5,3,0,0,0,2,9,1,74,5
20705,20706,3,1,2,1,0,0.333,0.0,0.667,0.333,2,1,0.667,0.333,2,0,0,0,3,0,0,3,0,0,21,3
20706,20707,5,2,3,0,1,0.0,0.2,0.6,0.4,1,1,0.2,0.2,0,0,0,4,0,0,1,0,5,0,56,9
20707,20708,24,14,10,4,1,0.167,0.042,0.417,0.583,10,3,0.417,0.125,8,2,0,0,19,0,0,24,0,3,87,1
20708,20709,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,23,23
20709,20710,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,5,5
20710,20711,4,0,4,3,0,0.75,0.0,1.0,0.0,3,0,0.75,0.0,0,1,0,3,0,0,0,1,3,0,14,2
20711,20712,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,10,10
20712,20713,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,71,71
20713,20714,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,40,40
20714,20715,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,4,4
20715,20716,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,20,19
20716,20717,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,2,0,0,0,0,0,2,0,0,20,9
20717,20718,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,2,0,0,0,0,0,2,0,0,14,5
20718,20719,3,2,1,0,0,0.0,0.0,0.333,0.667,0,1,0.0,0.333,0,2,0,0,0,0,0,3,0,1,68,22
20719,20720,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,10,10
20720,20721,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,3,0,1,44,21
20721,20722,3,1,2,0,1,0.0,0.333,0.667,0.333,1,1,0.333,0.333,0,2,0,0,0,1,0,3,0,0,23,11
20722,20723,8,8,0,0,0,0.0,0.0,0.0,1.0,0,2,0.0,0.25,0,2,0,1,3,0,0,7,1,2,75,13
20723,20724,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5
20724,20725,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,51,51
20725,20726,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,134,134
20726,20727,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,10,10
20727,20728,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,3,3
20728,20729,4,1,3,1,0,0.25,0.0,0.75,0.25,1,1,0.25,0.25,0,1,0,2,0,0,1,1,3,0,63,4
20729,20730,3,1,2,1,0,0.333,0.0,0.667,0.333,1,1,0.333,0.333,0,2,0,1,0,0,0,2,1,0,36,2
20730,20731,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7,7
20731,20732,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,31,31
20732,20733,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,16,16
20733,20734,4,3,1,0,1,0.0,0.25,0.25,0.75,0,3,0.0,0.75,0,2,0,0,0,0,0,2,2,2,50,31
20734,20735,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,5,5
20735,20736,6,4,2,0,0,0.0,0.0,0.333,0.667,0,1,0.0,0.167,0,2,0,0,1,0,1,5,1,2,66,12
20736,20737,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
20737,20738,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,1,2,0,0,0,0,0,2,0,0,93,21
20738,20739,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,1,0,0,2,0,0,37,12
20739,20740,16,12,4,0,1,0.0,0.062,0.25,0.75,7,5,0.438,0.312,3,1,0,0,13,0,0,16,0,2,87,6
20740,20741,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,127,60
20741,20742,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,1,0,0,1,0,2,0,17,12
20742,20743,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,1,1,62,29
20743,20744,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,8,8
20744,20745,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,9,9
20745,20746,6,4,2,2,2,0.333,0.333,0.333,0.667,3,2,0.5,0.333,0,0,1,0,5,0,0,5,1,0,95,2
20746,20747,12,10,2,0,3,0.0,0.25,0.167,0.833,0,7,0.0,0.583,0,2,0,6,0,0,1,2,10,3,73,17
20747,20748,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,4,4
20748,20749,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
20749,20750,3,2,1,1,0,0.333,0.0,0.333,0.667,1,0,0.333,0.0,1,0,0,3,0,0,0,0,3,0,33,1
20750,20751,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,1,0,0,2,0,0,0,0,3,1,15,3
20751,20752,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,12,12
20752,20753,5,2,3,0,0,0.0,0.0,0.6,0.4,1,0,0.2,0.0,1,1,0,0,2,0,0,4,1,2,51,12
20753,20754,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,117,13
20754,20755,6,1,5,2,0,0.333,0.0,0.833,0.167,2,0,0.333,0.0,2,1,0,0,1,0,0,5,1,4,39,2
20755,20756,26,15,11,7,3,0.269,0.115,0.423,0.577,24,15,0.923,0.577,4,0,3,2,0,0,21,0,26,0,20,2
20756,20757,11,10,1,0,0,0.0,0.0,0.091,0.909,0,2,0.0,0.182,0,0,0,0,0,0,0,11,0,11,46,23
20757,20758,3,0,3,0,0,0.0,0.0,1.0,0.0,3,0,1.0,0.0,1,1,0,1,0,0,0,1,2,1,11,8
20758,20759,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,6,5
20759,20760,5,2,3,0,0,0.0,0.0,0.6,0.4,0,0,0.0,0.0,0,1,0,3,0,0,1,1,4,0,52,31
20760,20761,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
20761,20762,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8
20762,20763,1,1,0,1,1,1.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,1,0,0,1,0,0,6,6
20763,20764,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,8,5
20764,20765,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8
20765,20766,14,11,3,1,1,0.071,0.071,0.214,0.786,2,4,0.143,0.286,0,2,0,10,0,0,0,2,12,2,64,3
20766,20767,35,30,5,2,1,0.057,0.029,0.143,0.857,3,3,0.086,0.086,3,0,0,0,21,0,0,27,8,14,80,1
20767,20768,4,3,1,1,1,0.25,0.25,0.25,0.75,1,1,0.25,0.25,1,1,0,0,1,0,0,2,2,2,54,6
20768,20769,4,2,2,0,0,0.0,0.0,0.5,0.5,1,2,0.25,0.5,0,0,0,2,2,0,0,2,2,0,23,11
20769,20770,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
20770,20771,7,3,4,3,1,0.429,0.143,0.571,0.429,3,2,0.429,0.286,3,1,2,2,0,0,0,3,4,2,37,1
20771,20772,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9
20772,20773,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,1,2,0,0,0,0,0,2,0,0,38,5
20773,20774,4,1,3,2,0,0.5,0.0,0.75,0.25,2,0,0.5,0.0,0,0,0,2,1,0,0,1,3,1,22,5
20774,20775,4,3,1,1,1,0.25,0.25,0.25,0.75,2,1,0.5,0.25,0,0,0,4,0,0,0,0,4,0,24,5
20775,20776,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,126,72
20776,20777,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,53,53
20777,20778,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,2,0,0,34,18
20778,20779,4,1,3,0,0,0.0,0.0,0.75,0.25,3,0,0.75,0.0,0,0,0,2,0,0,0,0,4,2,67,10
20779,20780,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
20780,20781,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,12,4
20781,20782,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7,7
20782,20783,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,2,0,0,0,0,3,1,9,5
20783,20784,4,4,0,0,1,0.0,0.25,0.0,1.0,0,1,0.0,0.25,0,0,0,0,2,0,0,4,0,2,41,14
20784,20785,8,1,7,2,0,0.25,0.0,0.875,0.125,3,0,0.375,0.0,1,1,1,3,0,1,0,3,5,2,81,6
20785,20786,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,36,6
20786,20787,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,11,11
20787,20788,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,45,45
20788,20789,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,1,0,0,0,0,1,1,1,0,21,7
20789,20790,8,4,4,2,1,0.25,0.125,0.5,0.5,2,2,0.25,0.25,0,1,0,4,0,0,1,3,5,2,38,2
20790,20791,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,0,1,1,0,0,0,1,1,2,0,29,4
20791,20792,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,1,0,1,0,10,10
20792,20793,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3
20793,20794,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,2,0,0,1,0,0,3,0,0,126,52
20794,20795,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,1,1
20795,20796,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,8,6
20796,20797,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,45,45
20797,20798,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,72,52
20798,20799,14,7,7,3,0,0.214,0.0,0.5,0.5,5,1,0.357,0.071,4,2,0,1,0,0,0,11,3,11,104,5
20799,20800,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,21,21
20800,20801,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,20,8
20801,20802,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,1,0,0,0,0,0,1,0,2,2
20802,20803,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,0,0,0,0,1,1,2,75,26
20803,20804,4,2,2,0,0,0.0,0.0,0.5,0.5,1,1,0.25,0.25,0,1,0,2,0,0,0,2,2,1,44,8
20804,20805,5,3,2,0,0,0.0,0.0,0.4,0.6,0,0,0.0,0.0,0,2,0,0,2,0,0,4,1,1,64,17
20805,20806,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,0,2,0,0,0,0,0,3,0,1,45,7
20806,20807,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,0,0,2,0,0,0,0,2,0,23,17
20807,20808,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,12,12
20808,20809,4,3,1,0,0,0.0,0.0,0.25,0.75,1,0,0.25,0.0,0,0,0,0,0,1,0,2,2,3,112,6
20809,20810,3,1,2,1,0,0.333,0.0,0.667,0.333,2,1,0.667,0.333,0,1,0,1,1,0,0,2,1,0,15,4
20810,20811,3,2,1,0,1,0.0,0.333,0.333,0.667,0,1,0.0,0.333,0,1,0,0,2,0,0,3,0,0,39,20
20811,20812,3,0,3,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,1,0,1,0,1,2,1,52,18
20812,20813,5,3,2,0,1,0.0,0.2,0.4,0.6,2,2,0.4,0.4,0,1,0,2,0,0,0,2,3,2,149,11
20813,20814,14,10,4,1,1,0.071,0.071,0.286,0.714,4,2,0.286,0.143,0,2,0,5,3,0,3,5,9,1,123,4
20814,20815,3,1,2,0,1,0.0,0.333,0.667,0.333,2,1,0.667,0.333,0,0,0,3,0,0,0,0,3,0,15,6
20815,20816,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8
20816,20817,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,123,123
20817,20818,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,14,14
20818,20819,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,1,0,0,0,2,0,3,0,49,13
20819,20820,4,1,3,2,0,0.5,0.0,0.75,0.25,3,1,0.75,0.25,2,0,0,3,0,0,0,0,4,1,13,3
20820,20821,4,2,2,0,2,0.0,0.5,0.5,0.5,2,2,0.5,0.5,0,0,0,2,0,0,0,0,4,2,15,10
20821,20822,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,1,0,0,1,0,0,2,0,0,20,3
20822,20823,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,23,23
20823,20824,6,3,3,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,2,0,0,0,0,1,2,3,3,3,78,14
20824,20825,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,9,6
20825,20826,15,7,8,4,3,0.267,0.2,0.533,0.467,5,3,0.333,0.2,4,3,0,8,2,0,1,6,9,1,87,2
20826,20827,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,27,19
20827,20828,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,1,0,1,0,8,8
20828,20829,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10,10
20829,20830,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,2,2
20830,20831,11,8,3,1,1,0.091,0.091,0.273,0.727,3,1,0.273,0.091,1,2,0,0,2,0,0,11,0,7,85,2
20831,20832,14,13,1,1,3,0.071,0.214,0.071,0.929,4,5,0.286,0.357,0,0,0,0,0,0,0,14,0,14,62,5
20832,20833,37,21,16,6,4,0.162,0.108,0.432,0.568,12,6,0.324,0.162,4,2,2,30,0,0,3,2,35,0,116,2
20833,20834,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8
20834,20835,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
20835,20836,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
20836,20837,2,2,0,0,1,0.0,0.5,0.0,1.0,1,2,0.5,1.0,0,0,0,0,0,0,0,2,0,2,21,9
20837,20838,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,30,30
20838,20839,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,1,0,0,0,0,0,1,0,2,2
20839,20840,8,6,2,0,1,0.0,0.125,0.25,0.75,2,2,0.25,0.25,0,1,0,3,2,0,2,3,5,0,65,9
20840,20841,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,1,1
20841,20842,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,1,0,0,0,1,1,0,8,5
20842,20843,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8,8
20843,20844,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
20844,20845,6,4,2,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,1,0,0,0,0,2,4,2,4,0,168,88
20845,20846,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,0,0,0,0,0,2,0,2,0,37,28
20846,20847,4,0,4,1,0,0.25,0.0,1.0,0.0,1,0,0.25,0.0,0,1,1,0,0,0,0,3,1,2,19,2
20847,20848,3,1,2,1,1,0.333,0.333,0.667,0.333,3,1,1.0,0.333,0,0,0,1,0,0,0,2,1,2,9,4
20848,20849,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
20849,20850,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,130,45
20850,20851,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,2,1,14,14
20851,20852,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,2,2,0,0,0,0,0,2,1,1,8,2
20852,20853,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,11,11
20853,20854,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,71,71
20854,20855,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,5,5
20855,20856,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,74,70
20856,20857,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,20,20
20857,20858,3,3,0,0,0,0.0,0.0,0.0,1.0,0,2,0.0,0.667,0,0,0,1,1,0,0,1,2,1,55,23
20858,20859,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,0,1,0,0,1,1,1,53,10
20859,20860,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,97,97
