Applicant ID,Total Missed Payments,Credit Card Accounts,Home Loan Accounts,Personal Loan Accounts,Secured Loan Accounts,Unsecured Loan Accounts,Other Loan Accounts,Oldest Credit Line (Months),Newest Credit Line (Months),Months Since Last Payment,Highest Recent Delinquency,60+ DPD Occurrences,Current Delinquency Level,Credit Card Enquiries (12 Months),Personal Loan Enquiries (12 Months),Months Since Last Credit Enquiry,Credit Enquiries (Last 3 Months),Monthly Income (₹),Employment Duration (Months),Current Balance Ratio (%),Maximum Unsecured Exposure (%),Marital Status,Education,Gender,Total Active Loan Accounts
CUST103955,0,0,0,0,1,4,0,32.0,3.0,59.0,0,0,0,0.0,0.0,607.0,0.0,"₹10,000",15.9 Years,0.5%,3.6%,Married,GRADUATE,Male,0
CUST103956,1,0,0,0,4,0,0,44.0,6.0,38.0,0,0,0,0.0,0.0,188.0,0.0,"₹32,000",10.7 Years,0.9%,1.8%,Single,GRADUATE,Male,0
CUST103957,0,0,0,0,1,0,0,115.0,115.0,3320.0,0,0,0,0.0,0.0,0.0,0.0,"₹45,000",33.9 Years,0.0%,1.8%,Married,UNDER GRADUATE,Female,0
CUST103958,0,0,0,0,2,4,1,66.0,11.0,44.0,33,0,33,0.0,0.0,348.0,0.0,"₹45,000",22.2 Years,0.3%,1.8%,Single,SSC,Male,1
CUST103959,1,0,0,0,1,0,1,13.0,13.0,74.0,0,0,0,0.0,0.0,418.0,0.0,"₹45,000",10.4 Years,1.1%,1.8%,Married,POST-GRADUATE,Male,1
CUST103960,0,0,0,0,4,0,0,15.0,12.0,74.0,0,0,0,0.0,0.0,435.0,0.0,"₹25,000",5.7 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST103961,0,0,0,0,0,1,0,9.0,9.0,89.0,0,0,0,0.0,0.0,46.0,2.0,"₹19,000",3.4 Years,0.3%,0.8%,Single,GRADUATE,Male,0
CUST103962,3,0,0,0,5,2,2,98.0,4.0,895.0,8,0,8,0.0,0.0,16.0,2.0,"₹15,000",5.2 Years,0.7%,17.9%,Single,12TH,Male,2
CUST103963,0,0,0,0,1,0,1,54.0,54.0,1589.0,0,0,0,0.0,0.0,112.0,0.0,"₹18,000",10.5 Years,0.0%,1.8%,Married,12TH,Male,1
CUST103964,1,0,0,1,0,5,0,18.0,3.0,5.0,0,0,0,0.0,1.0,79.0,1.0,"₹20,000",8.8 Years,0.9%,5.0%,Married,SSC,Male,1
CUST103965,0,0,0,1,0,5,2,21.0,4.0,34.0,0,0,0,0.0,3.0,5.0,1.0,"₹15,000",7.3 Years,0.9%,14.4%,Married,12TH,Female,3
CUST103966,2,0,0,0,17,3,5,54.0,1.0,55.0,18,0,18,0.0,0.0,50.0,2.0,"₹15,000",10.7 Years,0.9%,1.6%,Married,GRADUATE,Male,5
CUST103967,1,0,0,5,0,10,0,36.0,2.0,27.0,0,0,0,0.0,6.0,65.0,2.0,"₹32,000",15.0 Years,0.9%,11.5%,Married,GRADUATE,Female,5
CUST103968,0,0,0,1,1,1,0,34.0,5.0,49.0,26,0,26,0.0,2.0,158.0,0.0,"₹20,000",12.3 Years,0.4%,1.1%,Married,UNDER GRADUATE,Male,1
CUST103969,0,0,0,1,0,1,0,9.0,9.0,279.0,0,0,0,0.0,1.0,279.0,0.0,"₹13,900",7.9 Years,0.8%,14.4%,Married,UNDER GRADUATE,Male,1
CUST103970,0,0,0,0,26,1,5,159.0,7.0,30.0,30,0,23,0.0,0.0,219.0,0.0,"₹45,000",10.2 Years,1.0%,40.0%,Married,GRADUATE,Male,5
CUST103971,0,0,0,3,2,6,0,160.0,4.0,59.0,0,0,0,0.0,0.0,403.0,0.0,"₹10,000",22.5 Years,0.8%,2.2%,Married,OTHERS,Male,3
CUST103972,1,1,0,2,4,12,2,94.0,2.0,68.0,390,2,390,1.0,4.0,14.0,10.0,"₹28,000",6.2 Years,0.9%,29.6%,Married,GRADUATE,Male,5
CUST103973,0,0,0,1,0,3,0,38.0,12.0,54.0,0,0,0,0.0,3.0,9.0,1.0,"₹19,000",4.2 Years,0.7%,9.8%,Married,GRADUATE,Male,1
CUST103974,0,0,0,0,0,1,0,4.0,4.0,73.0,0,0,0,1.0,4.0,24.0,6.0,"₹21,000",3.0 Years,0.8%,1.1%,Married,GRADUATE,Male,0
CUST103975,3,0,1,0,3,4,0,162.0,1.0,70.0,900,15,900,0.0,1.0,3.0,20.0,"₹75,000",15.4 Years,0.1%,4.1%,Married,GRADUATE,Male,1
CUST103976,0,0,0,0,2,0,0,22.0,14.0,67.0,0,0,0,0.0,0.0,419.0,0.0,"₹40,000",10.7 Years,0.4%,1.8%,Married,12TH,Male,0
CUST103977,1,0,0,3,2,6,4,99.0,5.0,82.0,0,0,0,1.0,2.0,9.0,3.0,"₹16,000",12.5 Years,0.2%,4.3%,Married,SSC,Female,7
CUST103978,1,0,0,0,0,1,0,2.0,2.0,74.0,0,0,0,0.0,0.0,64.0,1.0,"₹35,000",9.3 Years,1.0%,0.3%,Single,GRADUATE,Male,0
CUST103979,1,0,0,0,1,1,1,10.0,4.0,102.0,0,0,0,0.0,0.0,128.0,0.0,"₹31,000",8.3 Years,1.0%,1.8%,Married,12TH,Male,1
CUST103980,0,0,0,0,0,1,0,11.0,11.0,114.0,0,0,0,0.0,1.0,343.0,0.0,"₹25,000",3.5 Years,0.0%,1.8%,Single,GRADUATE,Male,0
CUST103981,0,0,0,0,0,1,1,61.0,61.0,226.0,0,0,0,0.0,0.0,6.0,5.0,"₹22,000",8.5 Years,1.0%,0.0%,Married,GRADUATE,Female,1
CUST103982,0,0,0,0,1,1,1,10.0,9.0,88.0,0,0,0,0.0,1.0,258.0,0.0,"₹18,000",10.4 Years,0.9%,1.0%,Married,SSC,Male,1
CUST103983,0,0,0,0,0,4,2,16.0,5.0,69.0,28,0,28,0.0,4.0,4.0,2.0,"₹20,000",6.2 Years,0.3%,5.7%,Single,UNDER GRADUATE,Male,2
CUST103984,0,0,0,0,0,1,0,10.0,10.0,57.0,13,0,13,0.0,0.0,297.0,0.0,"₹35,000",3.4 Years,0.0%,1.8%,Married,12TH,Male,0
CUST103985,1,0,3,0,22,2,2,45.0,2.0,32.0,40,3,40,0.0,0.0,10.0,3.0,"₹48,000",10.7 Years,0.9%,0.2%,Married,12TH,Male,5
CUST103986,3,0,0,0,7,2,4,50.0,10.0,305.0,30,0,30,0.0,0.0,51.0,1.0,"₹19,500",8.3 Years,0.8%,1.8%,Single,UNDER GRADUATE,Male,4
CUST103987,0,0,0,0,1,3,1,50.0,3.0,46.0,0,0,0,0.0,0.0,1247.0,0.0,"₹22,000",8.4 Years,0.8%,0.5%,Married,12TH,Female,1
CUST103988,1,0,0,0,11,0,7,85.0,2.0,40.0,10,0,10,0.0,0.0,5.0,1.0,"₹17,000",6.7 Years,0.9%,1.8%,Married,SSC,Male,7
CUST103989,0,0,0,0,1,5,5,70.0,20.0,534.0,0,0,0,0.0,0.0,0.0,0.0,"₹20,000",5.4 Years,0.0%,1.8%,Married,SSC,Female,5
CUST103990,3,0,2,0,39,2,29,100.0,2.0,51.0,0,0,0,0.0,0.0,251.0,0.0,"₹30,000",6.4 Years,0.9%,3.0%,Married,OTHERS,Female,31
CUST103991,0,0,0,0,1,0,0,10.0,10.0,16.0,0,0,0,0.0,0.0,11.0,1.0,"₹40,000",10.2 Years,0.6%,1.8%,Married,OTHERS,Male,0
CUST103992,2,0,0,1,1,13,2,37.0,3.0,112.0,0,0,0,0.0,0.0,160.0,0.0,"₹12,000",3.3 Years,0.5%,15.0%,Married,12TH,Male,3
CUST103993,2,0,0,0,0,8,2,51.0,2.0,105.0,0,0,0,0.0,0.0,3.0,2.0,"₹28,500",10.9 Years,0.7%,0.4%,Married,GRADUATE,Male,2
CUST103994,3,0,0,1,3,6,4,52.0,3.0,75.0,0,0,0,0.0,0.0,5.0,2.0,"₹25,000",2.0 Years,0.9%,4.8%,Married,12TH,Male,5
CUST103995,2,0,1,2,3,7,2,14.0,1.0,63.0,0,0,0,0.0,7.0,24.0,8.0,"₹40,000",15.7 Years,1.0%,1.8%,Married,GRADUATE,Male,5
CUST103996,0,0,0,0,1,0,1,6.0,6.0,89.0,0,0,0,0.0,0.0,0.0,0.0,"₹23,000",5.4 Years,1.0%,1.8%,Married,SSC,Male,1
CUST103997,0,0,0,0,1,1,0,47.0,6.0,7.0,0,0,0,0.0,0.0,191.0,0.0,"₹18,700",4.8 Years,0.0%,1.8%,Single,SSC,Male,0
CUST103998,0,1,0,0,1,3,0,37.0,7.0,35.0,0,0,0,2.0,2.0,8.0,2.0,"₹13,000",4.5 Years,0.4%,3.2%,Single,GRADUATE,Male,1
CUST103999,1,0,0,0,8,4,1,31.0,2.0,55.0,28,0,28,0.0,0.0,34.0,2.0,"₹24,000",12.1 Years,0.8%,2.2%,Married,SSC,Male,1
CUST104000,0,0,0,2,18,4,1,45.0,3.0,65.0,3,0,3,0.0,2.0,44.0,3.0,"₹29,000",15.7 Years,0.5%,6.0%,Married,SSC,Male,3
CUST104001,0,0,0,0,0,1,1,97.0,97.0,222.0,0,0,0,0.0,0.0,0.0,0.0,"₹20,000",2.8 Years,1.0%,0.0%,Single,GRADUATE,Female,1
CUST104002,0,0,0,0,1,2,0,19.0,7.0,74.0,4,0,4,0.0,0.0,217.0,0.0,"₹24,500",2.5 Years,0.9%,1.8%,Married,POST-GRADUATE,Female,0
CUST104003,1,0,0,0,5,1,1,35.0,14.0,231.0,0,0,0,0.0,0.0,23.0,2.0,"₹35,000",10.9 Years,0.9%,0.8%,Married,SSC,Male,1
CUST104004,1,0,0,0,31,3,4,43.0,2.0,58.0,30,0,30,0.0,2.0,3.0,1.0,"₹30,000",5.4 Years,0.9%,1.0%,Married,GRADUATE,Male,4
CUST104005,0,0,0,0,0,1,0,16.0,16.0,217.0,0,0,0,0.0,0.0,478.0,0.0,"₹16,000",10.8 Years,0.0%,1.8%,Married,12TH,Male,0
CUST104006,2,0,0,0,1,3,1,12.0,6.0,66.0,0,0,0,0.0,0.0,179.0,0.0,"₹40,000",1.9 Years,1.2%,0.5%,Single,12TH,Male,1
CUST104007,0,0,0,0,0,1,1,30.0,30.0,66.0,195,12,195,0.0,0.0,0.0,0.0,"₹15,000",5.5 Years,0.5%,2.0%,Married,POST-GRADUATE,Male,1
CUST104008,0,0,0,0,1,1,1,101.0,23.0,107.0,0,0,0,0.0,2.0,1.0,1.0,"₹39,000",8.2 Years,0.6%,1.3%,Married,12TH,Male,1
CUST104009,2,0,0,1,0,3,1,15.0,3.0,59.0,0,0,0,0.0,0.0,91.0,1.0,"₹27,000",10.4 Years,0.9%,11.7%,Married,SSC,Male,2
CUST104010,0,0,0,0,1,0,0,3.0,3.0,88.0,0,0,0,0.0,0.0,0.0,0.0,"₹15,500",7.5 Years,1.0%,1.8%,Single,OTHERS,Male,0
CUST104011,1,0,0,0,3,1,1,15.0,3.0,57.0,0,0,0,0.0,0.0,19.0,1.0,"₹23,000",4.3 Years,1.0%,4.3%,Single,GRADUATE,Male,1
CUST104012,0,0,0,0,1,0,0,72.0,72.0,1972.0,0,0,0,0.0,0.0,2172.0,0.0,"₹13,400",2.0 Years,0.0%,1.8%,Married,UNDER GRADUATE,Female,0
CUST104013,0,0,0,1,14,5,1,56.0,9.0,66.0,3,0,3,0.0,0.0,301.0,0.0,"₹30,000",6.5 Years,0.7%,3.8%,Married,UNDER GRADUATE,Male,2
CUST104014,0,0,0,0,5,0,0,51.0,36.0,954.0,10,0,10,0.0,0.0,0.0,0.0,"₹30,000",15.4 Years,0.0%,1.8%,Married,UNDER GRADUATE,Male,0
CUST104015,1,0,0,1,2,1,0,15.0,5.0,55.0,0,0,0,0.0,0.0,161.0,0.0,"₹18,000",15.5 Years,0.6%,4.2%,Married,12TH,Male,1
CUST104016,0,0,0,0,8,0,0,23.0,18.0,288.0,0,0,0,0.0,4.0,7.0,4.0,"₹26,056",23.5 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST104017,1,0,0,0,2,2,0,10.0,7.0,69.0,0,0,0,0.0,0.0,292.0,0.0,"₹45,000",15.8 Years,0.7%,0.8%,Married,POST-GRADUATE,Male,0
CUST104018,0,0,0,0,5,1,1,56.0,8.0,28.0,0,0,0,0.0,1.0,58.0,2.0,"₹61,800",8.9 Years,0.7%,1.6%,Single,GRADUATE,Male,1
CUST104019,0,0,0,0,1,3,0,31.0,6.0,77.0,0,0,0,0.0,0.0,175.0,0.0,"₹30,000",10.1 Years,0.6%,2.8%,Married,GRADUATE,Male,0
CUST104020,0,0,0,0,1,1,0,43.0,9.0,83.0,0,0,0,0.0,0.0,269.0,0.0,"₹13,500",10.8 Years,0.0%,1.8%,Married,GRADUATE,Female,0
CUST104021,0,0,0,0,2,0,1,108.0,72.0,1296.0,0,0,0,0.0,0.0,2188.0,0.0,"₹60,000",8.1 Years,0.0%,1.8%,Married,SSC,Male,1
CUST104022,0,0,0,0,1,0,0,12.0,12.0,54.0,0,0,0,0.0,0.0,2.0,1.0,"₹30,000",5.4 Years,0.9%,1.8%,Single,12TH,Male,0
CUST104023,0,0,0,0,0,2,1,10.0,10.0,95.0,0,0,0,0.0,1.0,47.0,1.0,"₹24,000",15.8 Years,0.0%,0.5%,Married,GRADUATE,Male,1
CUST104024,0,0,0,0,7,0,0,38.0,4.0,48.0,0,0,0,0.0,0.0,114.0,0.0,"₹14,000",4.9 Years,0.8%,1.8%,Single,GRADUATE,Male,0
CUST104025,1,0,1,0,3,8,2,74.0,4.0,49.0,53,1,53,1.0,2.0,67.0,1.0,"₹46,000",11.9 Years,0.7%,1.3%,Married,GRADUATE,Male,3
CUST104026,1,0,0,0,0,2,0,6.0,2.0,47.0,0,0,0,0.0,0.0,1.0,2.0,"₹20,000",3.5 Years,0.7%,3.7%,Married,12TH,Female,0
CUST104027,0,0,0,0,0,2,0,9.0,4.0,68.0,0,0,0,0.0,1.0,126.0,0.0,"₹10,300",5.2 Years,0.5%,3.5%,Single,12TH,Male,0
CUST104028,1,1,0,1,1,2,0,35.0,2.0,94.0,0,0,0,1.0,1.0,4.0,2.0,"₹82,800",5.5 Years,0.4%,0.4%,Single,GRADUATE,Male,2
CUST104029,2,0,0,0,1,3,1,21.0,3.0,53.0,0,0,0,1.0,5.0,22.0,6.0,"₹16,000",5.3 Years,0.8%,1.0%,Married,GRADUATE,Female,1
CUST104030,0,0,0,0,2,0,0,17.0,15.0,78.0,25,0,25,0.0,0.0,0.0,0.0,"₹25,000",10.5 Years,0.0%,1.8%,Married,12TH,Male,0
CUST104031,0,0,0,0,4,1,4,21.0,3.0,53.0,0,0,0,0.0,0.0,269.0,0.0,"₹25,000",5.0 Years,1.0%,0.6%,Married,OTHERS,Male,4
CUST104032,1,0,0,0,0,2,1,11.0,11.0,129.0,29,0,29,0.0,0.0,361.0,0.0,"₹27,000",6.8 Years,0.9%,21.1%,Married,SSC,Male,1
CUST104033,1,0,0,0,1,0,1,15.0,15.0,74.0,0,0,0,0.0,0.0,0.0,0.0,"₹18,000",15.4 Years,0.4%,1.8%,Married,12TH,Male,1
CUST104034,0,0,0,0,0,1,0,36.0,36.0,401.0,0,0,0,0.0,0.0,1088.0,0.0,"₹11,500",2.5 Years,0.3%,3.5%,Married,12TH,Male,0
CUST104035,1,0,0,0,13,2,10,91.0,4.0,102.0,88,2,88,0.0,1.0,136.0,0.0,"₹23,000",18.6 Years,1.0%,8.7%,Married,12TH,Male,10
CUST104036,0,0,0,0,0,1,0,8.0,8.0,70.0,0,0,0,1.0,0.0,2.0,2.0,"₹28,000",5.8 Years,0.4%,0.9%,Single,GRADUATE,Male,0
CUST104037,0,1,0,0,0,2,0,14.0,7.0,60.0,0,0,0,0.0,1.0,201.0,0.0,"₹30,000",15.9 Years,0.1%,1.9%,Single,GRADUATE,Male,1
CUST104038,0,0,0,0,0,1,0,10.0,10.0,95.0,0,0,0,2.0,0.0,9.0,2.0,"₹23,000",10.5 Years,0.0%,1.0%,Married,SSC,Male,0
CUST104039,1,0,0,0,3,0,1,37.0,5.0,64.0,0,0,0,0.0,0.0,707.0,0.0,"₹25,000",5.3 Years,0.7%,1.8%,Single,SSC,Male,1
CUST104040,0,0,0,0,1,1,0,67.0,11.0,96.0,0,0,0,0.0,0.0,340.0,0.0,"₹14,000",20.4 Years,0.0%,1.8%,Married,12TH,Male,0
CUST104041,0,0,0,0,5,0,0,42.0,6.0,188.0,0,0,0,0.0,0.0,8.0,2.0,"₹15,000",10.9 Years,0.0%,1.8%,Married,12TH,Female,0
CUST104042,1,0,0,0,2,1,2,14.0,8.0,82.0,0,0,0,0.0,0.0,314.0,0.0,"₹14,000",2.2 Years,0.9%,1.8%,Married,SSC,Male,2
CUST104043,0,0,0,0,2,0,0,45.0,40.0,1089.0,0,0,0,0.0,1.0,10.0,1.0,"₹22,000",2.4 Years,0.0%,1.8%,Single,UNDER GRADUATE,Male,0
CUST104044,0,1,0,0,10,5,1,40.0,6.0,30.0,28,3,28,1.0,9.0,1.0,6.0,"₹29,000",1.8 Years,0.9%,2.8%,Single,GRADUATE,Male,2
CUST104045,0,0,0,0,1,0,1,50.0,50.0,979.0,0,0,0,0.0,0.0,249.0,0.0,"₹25,000",3.2 Years,0.0%,1.8%,Married,SSC,Male,1
CUST104046,0,0,0,3,0,3,0,31.0,2.0,70.0,0,0,0,0.0,2.0,73.0,2.0,"₹20,000",6.4 Years,1.0%,31.0%,Married,12TH,Male,3
CUST104047,0,0,0,0,1,0,0,38.0,38.0,373.0,28,0,28,0.0,1.0,4.0,3.0,"₹25,000",7.0 Years,0.0%,1.8%,Single,UNDER GRADUATE,Male,0
CUST104048,2,1,0,1,0,6,0,20.0,2.0,70.0,0,0,0,1.0,0.0,1.0,2.0,"₹43,000",15.7 Years,0.6%,11.9%,Married,GRADUATE,Female,2
CUST104049,1,0,0,0,3,4,2,60.0,6.0,80.0,23,0,23,1.0,1.0,6.0,2.0,"₹40,000",12.0 Years,0.8%,5.0%,Single,UNDER GRADUATE,Male,2
CUST104050,2,0,1,0,2,4,0,14.0,2.0,40.0,0,0,0,0.0,1.0,3.0,4.0,"₹35,000",15.5 Years,1.0%,1.0%,Single,GRADUATE,Male,1
CUST104051,0,0,0,0,1,0,0,26.0,26.0,351.0,31,0,31,0.0,0.0,350.0,0.0,"₹35,000",10.8 Years,0.0%,1.8%,Single,GRADUATE,Male,0
CUST104052,1,0,0,0,4,1,0,31.0,5.0,76.0,26,0,26,0.0,1.0,147.0,0.0,"₹20,000",3.1 Years,0.4%,1.0%,Married,GRADUATE,Male,0
CUST104053,0,0,0,0,4,0,0,88.0,36.0,772.0,30,0,1,0.0,0.0,1507.0,0.0,"₹17,500",6.3 Years,0.0%,1.8%,Married,SSC,Male,0
CUST104054,0,0,0,0,0,1,1,34.0,34.0,48.0,31,1,31,0.0,0.0,701.0,0.0,"₹25,000",36.3 Years,1.0%,8.0%,Married,GRADUATE,Male,1
CUST104055,0,0,0,0,12,0,0,59.0,29.0,694.0,0,0,0,0.0,0.0,248.0,0.0,"₹30,000",5.0 Years,0.0%,1.8%,Married,SSC,Male,0
CUST104056,0,0,0,0,1,0,1,12.0,12.0,85.0,0,0,0,0.0,0.0,363.0,0.0,"₹20,000",4.4 Years,0.9%,1.8%,Single,SSC,Male,1
CUST104057,5,1,0,4,7,8,0,51.0,8.0,50.0,30,1,30,0.0,2.0,1.0,4.0,"₹18,000",10.4 Years,0.5%,21.5%,Single,GRADUATE,Male,5
CUST104058,1,0,0,0,2,3,0,88.0,3.0,59.0,0,0,0,0.0,0.0,109.0,0.0,"₹28,000",6.4 Years,0.6%,1.6%,Married,12TH,Male,0
CUST104059,2,0,0,0,1,3,2,25.0,2.0,84.0,24,0,24,0.0,1.0,83.0,1.0,"₹16,000",7.4 Years,0.9%,3.3%,Single,12TH,Male,2
CUST104060,1,0,0,0,1,12,8,27.0,2.0,31.0,0,0,0,1.0,3.0,23.0,2.0,"₹22,000",5.0 Years,0.7%,7.1%,Married,12TH,Male,8
CUST104061,0,0,0,0,0,1,0,11.0,11.0,61.0,27,0,27,0.0,0.0,4.0,1.0,"₹25,000",4.4 Years,0.0%,0.7%,Single,GRADUATE,Male,0
CUST104062,1,0,0,0,0,3,1,5.0,4.0,36.0,28,0,28,0.0,0.0,4.0,2.0,"₹17,000",7.8 Years,0.6%,2.5%,Married,12TH,Male,1
CUST104063,1,0,0,0,1,1,0,11.0,2.0,161.0,0,0,0,0.0,0.0,68.0,3.0,"₹28,000",2.5 Years,1.0%,1.8%,Single,UNDER GRADUATE,Male,0
CUST104064,0,0,0,0,0,1,0,5.0,5.0,57.0,0,0,0,0.0,0.0,161.0,0.0,"₹28,000",8.4 Years,0.6%,0.6%,Married,GRADUATE,Male,0
CUST104065,0,1,0,1,3,4,0,147.0,5.0,64.0,0,0,0,0.0,0.0,275.0,0.0,"₹16,000",9.4 Years,0.2%,5.7%,Married,12TH,Male,2
CUST104066,1,0,0,0,2,2,2,44.0,15.0,292.0,7,0,7,0.0,0.0,0.0,0.0,"₹50,000",11.2 Years,0.6%,1.3%,Married,POST-GRADUATE,Male,2
CUST104067,0,0,0,0,4,0,2,50.0,26.0,85.0,0,0,0,0.0,0.0,74.0,1.0,"₹18,600",11.8 Years,0.6%,1.8%,Married,SSC,Male,2
CUST104068,0,0,0,0,1,1,1,43.0,38.0,552.0,0,0,0,0.0,0.0,1157.0,0.0,"₹28,000",5.5 Years,0.6%,0.0%,Single,12TH,Male,1
CUST104069,0,0,1,0,3,3,3,63.0,14.0,63.0,0,0,0,0.0,0.0,221.0,0.0,"₹35,000",3.1 Years,0.9%,1.8%,Single,GRADUATE,Female,4
CUST104070,0,0,0,0,3,0,0,71.0,9.0,78.0,0,0,0,0.0,2.0,121.0,0.0,"₹15,000",12.4 Years,1.0%,1.8%,Married,12TH,Male,0
CUST104071,0,1,0,0,0,2,0,29.0,19.0,38.0,0,0,0,0.0,0.0,567.0,0.0,"₹35,000",8.4 Years,0.2%,0.1%,Married,GRADUATE,Male,1
CUST104072,0,0,0,0,1,2,0,25.0,6.0,49.0,0,0,0,0.0,2.0,123.0,0.0,"₹20,000",10.7 Years,0.2%,1.0%,Single,12TH,Male,0
CUST104073,0,0,0,0,1,0,0,2.0,2.0,40.0,0,0,0,0.0,1.0,8.0,2.0,"₹15,000",10.4 Years,1.0%,1.8%,Single,12TH,Male,0
CUST104074,0,0,0,0,0,1,1,75.0,75.0,243.0,0,0,0,0.0,0.0,0.0,0.0,"₹19,000",12.3 Years,1.0%,0.0%,Married,GRADUATE,Male,1
CUST104075,0,0,0,0,0,1,0,25.0,25.0,523.0,16,0,16,0.0,0.0,746.0,0.0,"₹28,000",6.7 Years,0.0%,1.8%,Married,SSC,Male,0
CUST104076,0,0,0,0,1,6,0,38.0,11.0,158.0,28,0,28,0.0,0.0,32.0,2.0,"₹15,000",6.0 Years,0.0%,3.5%,Single,SSC,Male,0
CUST104077,0,0,0,0,9,0,9,104.0,55.0,1627.0,0,0,0,0.0,0.0,47.0,1.0,"₹19,800",10.5 Years,1.0%,1.8%,Married,12TH,Male,9
CUST104078,2,1,0,2,20,20,3,95.0,4.0,53.0,24,0,24,1.0,4.0,161.0,0.0,"₹40,000",5.2 Years,1.1%,10.3%,Married,GRADUATE,Male,6
CUST104079,1,0,0,1,0,3,0,16.0,1.0,5.0,0,0,0,0.0,2.0,19.0,1.0,"₹20,000",15.8 Years,1.0%,7.8%,Married,SSC,Male,1
CUST104080,0,0,0,0,3,1,3,23.0,5.0,43.0,242,11,242,0.0,0.0,1.0,1.0,"₹24,500",15.5 Years,0.9%,1.8%,Married,UNDER GRADUATE,Male,3
CUST104081,0,0,0,0,1,0,0,40.0,40.0,487.0,0,0,0,0.0,0.0,1191.0,0.0,"₹20,000",10.8 Years,0.0%,1.8%,Single,UNDER GRADUATE,Male,0
CUST104082,1,0,0,1,1,8,2,23.0,2.0,57.0,0,0,0,0.0,0.0,73.0,3.0,"₹15,000",2.2 Years,1.2%,9.1%,Single,GRADUATE,Male,3
CUST104083,0,0,0,0,0,1,0,15.0,15.0,223.0,0,0,0,0.0,0.0,451.0,0.0,"₹50,000",10.4 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST104084,0,1,0,5,2,6,0,35.0,7.0,21.0,21,0,21,1.0,3.0,18.0,2.0,"₹43,000",8.8 Years,0.6%,9.5%,Married,GRADUATE,Male,6
CUST104085,0,0,0,1,0,1,0,16.0,16.0,73.0,29,0,29,0.0,0.0,0.0,0.0,"₹35,000",10.4 Years,0.7%,1.4%,Married,SSC,Male,1
CUST104086,3,0,0,0,1,4,1,10.0,1.0,67.0,0,0,0,0.0,1.0,41.0,2.0,"₹20,000",3.7 Years,0.4%,2.6%,Married,12TH,Male,1
CUST104087,0,0,0,0,1,0,0,58.0,58.0,1445.0,0,0,0,0.0,1.0,175.0,0.0,"₹22,000",4.8 Years,0.0%,1.8%,Married,12TH,Male,0
CUST104088,2,0,0,0,10,0,7,37.0,1.0,43.0,53,1,53,0.0,0.0,209.0,0.0,"₹28,000",12.8 Years,0.8%,1.8%,Married,SSC,Male,7
CUST104089,2,0,0,0,5,0,0,32.0,2.0,329.0,0,0,0,0.0,0.0,0.0,0.0,"₹80,000",6.4 Years,1.0%,1.8%,Married,GRADUATE,Male,0
CUST104090,0,0,0,0,3,0,0,81.0,19.0,43.0,21,0,21,0.0,0.0,2.0,1.0,"₹55,000",13.9 Years,1.0%,1.8%,Single,GRADUATE,Male,0
CUST104091,0,0,0,0,0,2,0,9.0,3.0,45.0,0,0,0,0.0,0.0,276.0,0.0,"₹26,400",22.3 Years,0.5%,1.4%,Married,GRADUATE,Male,0
CUST104092,2,0,0,1,7,3,8,63.0,2.0,23.0,30,0,30,0.0,2.0,50.0,2.0,"₹30,000",10.3 Years,0.5%,30.9%,Married,12TH,Male,9
CUST104093,0,1,0,1,0,2,0,26.0,14.0,31.0,0,0,0,0.0,2.0,16.0,1.0,"₹33,000",3.2 Years,0.8%,10.3%,Married,GRADUATE,Male,2
CUST104094,0,0,0,0,1,0,1,18.0,18.0,318.0,0,0,0,0.0,0.0,0.0,0.0,"₹9,500",2.5 Years,0.0%,1.8%,Single,SSC,Male,1
CUST104095,0,0,0,5,0,5,0,28.0,9.0,59.0,0,0,0,0.0,1.0,301.0,0.0,"₹51,000",9.5 Years,0.8%,31.6%,Married,GRADUATE,Female,5
CUST104096,0,0,0,0,0,2,0,11.0,4.0,49.0,0,0,0,0.0,0.0,130.0,0.0,"₹25,000",3.0 Years,0.4%,1.9%,Married,GRADUATE,Female,0
CUST104097,0,0,0,0,0,1,0,9.0,9.0,79.0,0,0,0,0.0,0.0,272.0,0.0,"₹13,000",5.5 Years,0.2%,1.1%,Married,12TH,Female,0
CUST104098,0,0,0,0,4,0,0,57.0,17.0,300.0,26,1,26,0.0,0.0,992.0,0.0,"₹45,000",10.5 Years,0.0%,1.8%,Married,12TH,Male,0
CUST104099,0,0,0,0,1,0,0,9.0,9.0,71.0,0,0,0,0.0,0.0,269.0,0.0,"₹20,000",9.8 Years,0.9%,1.8%,Married,SSC,Male,0
CUST104100,0,0,0,0,3,1,4,102.0,18.0,28.0,0,0,0,0.0,0.0,549.0,0.0,"₹19,000",15.9 Years,0.5%,0.0%,Married,OTHERS,Male,4
CUST104101,1,0,0,0,0,1,1,33.0,8.0,74.0,0,0,0,0.0,0.0,2.0,1.0,"₹20,000",6.0 Years,1.0%,0.0%,Married,SSC,Male,1
CUST104102,2,0,0,0,6,1,1,44.0,2.0,370.0,89,1,89,0.0,0.0,0.0,0.0,"₹30,000",30.8 Years,1.0%,3.3%,Single,GRADUATE,Male,1
