PROSPECTID,Actual_Risk_Grade
CUST103493,2
CUST103494,3
CUST103495,0
CUST103496,1
CUST103497,2
CUST103498,1
CUST103499,2
CUST103500,2
CUST103501,1
CUST103502,1
CUST103503,1
CUST103504,1
CUST103505,1
CUST103506,1
CUST103507,1
CUST103508,1
CUST103509,2
CUST103510,0
CUST103511,1
CUST103512,1
CUST103513,1
CUST103514,1
CUST103515,1
CUST103516,1
CUST103517,3
CUST103518,2
CUST103519,1
CUST103520,1
CUST103521,1
CUST103522,1
CUST103523,1
CUST103524,1
CUST103525,1
CUST103526,3
CUST103527,0
CUST103528,1
CUST103529,1
CUST103530,1
CUST103531,1
CUST103532,1
CUST103533,2
CUST103534,0
CUST103535,0
CUST103536,1
CUST103537,3
CUST103538,0
CUST103539,3
CUST103540,1
CUST103541,0
CUST103542,3
CUST103543,1
CUST103544,2
CUST103545,0
CUST103546,1
CUST103547,0
CUST103548,1
CUST103549,3
CUST103550,1
CUST103551,1
CUST103552,1
CUST103553,1
CUST103554,1
CUST103555,1
CUST103556,0
CUST103557,1
CUST103558,1
CUST103559,0
CUST103560,1
CUST103561,1
CUST103562,2
CUST103563,1
CUST103564,1
CUST103565,3
CUST103566,3
CUST103567,1
CUST103568,1
CUST103569,3
CUST103570,1
CUST103571,0
CUST103572,1
CUST103573,2
CUST103574,1
CUST103575,1
CUST103576,1
CUST103577,1
CUST103578,3
CUST103579,0
CUST103580,0
CUST103581,1
CUST103582,3
CUST103583,3
CUST103584,2
CUST103585,1
CUST103586,1
CUST103587,0
CUST103588,1
CUST103589,2
CUST103590,0
CUST103591,3
CUST103592,1
CUST103593,1
CUST103594,1
CUST103595,1
CUST103596,1
CUST103597,1
CUST103598,2
CUST103599,1
CUST103600,2
CUST103601,1
CUST103602,1
CUST103603,1
CUST103604,1
CUST103605,1
CUST103606,1
CUST103607,3
CUST103608,2
CUST103609,1
CUST103610,1
CUST103611,2
CUST103612,3
CUST103613,1
CUST103614,1
CUST103615,2
CUST103616,1
CUST103617,1
CUST103618,1
CUST103619,1
CUST103620,2
CUST103621,1
CUST103622,1
CUST103623,3
CUST103624,0
CUST103625,2
CUST103626,1
CUST103627,1
CUST103628,1
CUST103629,1
CUST103630,3
CUST103631,2
CUST103632,1
CUST103633,1
CUST103634,1
CUST103635,2
CUST103636,1
CUST103637,1
CUST103638,1
CUST103639,3
CUST103640,1
CUST103641,2
CUST103642,0
CUST103643,1
CUST103644,2
CUST103645,2
CUST103646,2
CUST103647,1
CUST103648,3
CUST103649,1
CUST103650,0
CUST103651,0
CUST103652,3
CUST103653,3
CUST103654,2
CUST103655,1
CUST103656,1
CUST103657,2
CUST103658,0
CUST103659,1
CUST103660,1
CUST103661,2
CUST103662,1
CUST103663,1
CUST103664,1
CUST103665,1
CUST103666,1
CUST103667,1
CUST103668,0
CUST103669,3
CUST103670,1
CUST103671,1
CUST103672,1
CUST103673,1
CUST103674,1
CUST103675,3
CUST103676,1
CUST103677,0
CUST103678,2
CUST103679,1
CUST103680,1
CUST103681,1
CUST103682,1
CUST103683,1
CUST103684,0
CUST103685,0
CUST103686,1
CUST103687,2
CUST103688,1
CUST103689,3
CUST103690,1
CUST103691,1
CUST103692,2
CUST103693,1
CUST103694,3
CUST103695,1
CUST103696,1
CUST103697,1
CUST103698,1
CUST103699,1
CUST103700,1
CUST103701,1
CUST103702,1
CUST103703,1
CUST103704,2
CUST103705,2
CUST103706,1
CUST103707,0
CUST103708,1
CUST103709,1
CUST103710,3
CUST103711,1
CUST103712,2
CUST103713,1
CUST103714,1
CUST103715,1
CUST103716,1
CUST103717,2
CUST103718,2
CUST103719,0
CUST103720,2
CUST103721,1
CUST103722,1
CUST103723,1
CUST103724,1
CUST103725,1
CUST103726,2
CUST103727,1
CUST103728,3
CUST103729,2
CUST103730,1
CUST103731,1
CUST103732,1
CUST103733,1
CUST103734,1
CUST103735,0
CUST103736,1
CUST103737,1
CUST103738,3
CUST103739,2
CUST103740,1
CUST103741,1
CUST103742,3
CUST103743,0
CUST103744,1
CUST103745,2
CUST103746,2
CUST103747,1
CUST103748,3
CUST103749,1
CUST103750,0
CUST103751,2
CUST103752,3
CUST103753,2
CUST103754,1
CUST103755,1
CUST103756,2
CUST103757,1
CUST103758,0
CUST103759,1
CUST103760,1
CUST103761,1
CUST103762,1
CUST103763,2
CUST103764,1
CUST103765,0
CUST103766,3
CUST103767,1
CUST103768,1
CUST103769,1
CUST103770,0
CUST103771,1
CUST103772,1
CUST103773,1
CUST103774,2
CUST103775,1
CUST103776,2
CUST103777,1
CUST103778,1
CUST103779,1
CUST103780,1
CUST103781,1
CUST103782,1
CUST103783,1
CUST103784,1
CUST103785,1
CUST103786,2
CUST103787,0
CUST103788,1
CUST103789,2
CUST103790,3
CUST103791,0
CUST103792,1
CUST103793,1
CUST103794,3
CUST103795,1
CUST103796,1
CUST103797,0
CUST103798,0
CUST103799,2
CUST103800,1
CUST103801,1
CUST103802,2
CUST103803,1
CUST103804,2
CUST103805,1
CUST103806,1
CUST103807,2
CUST103808,2
CUST103809,1
CUST103810,1
CUST103811,1
CUST103812,1
CUST103813,1
CUST103814,2
CUST103815,3
CUST103816,1
CUST103817,1
CUST103818,2
CUST103819,1
CUST103820,1
CUST103821,2
CUST103822,0
CUST103823,0
CUST103824,1
CUST103825,2
CUST103826,3
CUST103827,3
CUST103828,1
CUST103829,1
CUST103830,1
CUST103831,1
CUST103832,1
CUST103833,1
CUST103834,0
CUST103835,0
CUST103836,1
CUST103837,1
CUST103838,1
CUST103839,1
CUST103840,1
CUST103841,3
CUST103842,2
CUST103843,2
CUST103844,3
CUST103845,2
CUST103846,1
CUST103847,1
CUST103848,0
CUST103849,1
CUST103850,1
CUST103851,1
CUST103852,1
CUST103853,0
CUST103854,3
CUST103855,1
CUST103856,1
CUST103857,1
CUST103858,1
CUST103859,1
CUST103860,2
CUST103861,1
CUST103862,3
CUST103863,0
CUST103864,2
CUST103865,1
CUST103866,3
CUST103867,2
CUST103868,2
CUST103869,1
CUST103870,1
CUST103871,1
CUST103872,1
CUST103873,3
CUST103874,2
CUST103875,1
CUST103876,1
CUST103877,1
CUST103878,0
CUST103879,1
CUST103880,1
CUST103881,1
CUST103882,2
CUST103883,0
CUST103884,0
CUST103885,3
CUST103886,1
CUST103887,3
CUST103888,2
CUST103889,1
CUST103890,2
CUST103891,2
CUST103892,2
CUST103893,1
CUST103894,1
CUST103895,1
CUST103896,1
CUST103897,1
CUST103898,2
CUST103899,2
CUST103900,1
CUST103901,1
CUST103902,2
CUST103903,0
CUST103904,1
CUST103905,0
CUST103906,3
CUST103907,1
CUST103908,1
CUST103909,1
CUST103910,3
CUST103911,2
CUST103912,1
CUST103913,1
CUST103914,1
CUST103915,1
CUST103916,0
CUST103917,1
CUST103918,1
CUST103919,1
CUST103920,3
CUST103921,1
CUST103922,1
CUST103923,2
CUST103924,1
CUST103925,1
CUST103926,3
CUST103927,2
CUST103928,1
CUST103929,1
CUST103930,1
CUST103931,1
CUST103932,3
CUST103933,3
CUST103934,1
CUST103935,1
CUST103936,3
CUST103937,1
CUST103938,1
CUST103939,1
CUST103940,2
CUST103941,2
CUST103942,1
CUST103943,3
CUST103944,0
CUST103945,2
CUST103946,1
CUST103947,3
CUST103948,1
CUST103949,1
CUST103950,2
CUST103951,1
CUST103952,2
CUST103953,1
CUST103954,1
CUST103955,1
CUST103956,0
CUST103957,1
CUST103958,1
CUST103959,1
CUST103960,1
CUST103961,1
CUST103962,1
CUST103963,1
CUST103964,1
CUST103965,1
CUST103966,3
CUST103967,1
CUST103968,2
CUST103969,1
CUST103970,0
CUST103971,0
CUST103972,3
CUST103973,1
CUST103974,3
CUST103975,3
CUST103976,1
CUST103977,1
CUST103978,1
CUST103979,1
CUST103980,1
CUST103981,3
CUST103982,1
CUST103983,2
CUST103984,1
CUST103985,2
CUST103986,1
CUST103987,1
CUST103988,1
CUST103989,1
CUST103990,0
CUST103991,1
CUST103992,1
CUST103993,1
CUST103994,1
CUST103995,3
CUST103996,1
CUST103997,1
CUST103998,2
CUST103999,1
CUST104000,3
CUST104001,1
CUST104002,3
CUST104003,2
CUST104004,1
CUST104005,1
CUST104006,1
CUST104007,3
CUST104008,1
CUST104009,2
CUST104010,1
CUST104011,0
CUST104012,0
CUST104013,1
CUST104014,2
CUST104015,1
CUST104016,3
CUST104017,1
CUST104018,1
CUST104019,1
CUST104020,1
CUST104021,0
CUST104022,1
CUST104023,1
CUST104024,1
CUST104025,1
CUST104026,1
CUST104027,1
CUST104028,1
CUST104029,3
CUST104030,1
CUST104031,0
CUST104032,1
CUST104033,1
CUST104034,1
CUST104035,1
CUST104036,1
CUST104037,1
CUST104038,3
CUST104039,1
CUST104040,1
CUST104041,1
CUST104042,1
CUST104043,2
CUST104044,3
CUST104045,1
CUST104046,1
CUST104047,3
CUST104048,1
CUST104049,1
CUST104050,3
CUST104051,2
CUST104052,1
CUST104053,1
CUST104054,1
CUST104055,1
CUST104056,1
CUST104057,1
CUST104058,0
CUST104059,3
CUST104060,2
CUST104061,1
CUST104062,3
CUST104063,1
CUST104064,1
CUST104065,0
CUST104066,1
CUST104067,1
CUST104068,1
CUST104069,1
CUST104070,2
CUST104071,1
CUST104072,1
CUST104073,2
CUST104074,1
CUST104075,2
CUST104076,2
CUST104077,1
CUST104078,1
CUST104079,2
CUST104080,3
CUST104081,1
CUST104082,2
CUST104083,1
CUST104084,3
CUST104085,1
CUST104086,3
CUST104087,1
CUST104088,1
CUST104089,1
CUST104090,1
CUST104091,1
CUST104092,2
CUST104093,1
CUST104094,1
CUST104095,1
CUST104096,1
CUST104097,1
CUST104098,1
CUST104099,1
CUST104100,0
CUST104101,1
CUST104102,1
CUST104103,0
CUST104104,1
CUST104105,1
CUST104106,1
CUST104107,3
CUST104108,1
CUST104109,1
CUST104110,1
CUST104111,1
CUST104112,3
CUST104113,1
CUST104114,1
CUST104115,1
CUST104116,2
CUST104117,1
CUST104118,1
CUST104119,3
CUST104120,1
CUST104121,2
CUST104122,1
CUST104123,1
CUST104124,2
CUST104125,1
CUST104126,1
CUST104127,1
CUST104128,1
CUST104129,1
CUST104130,0
CUST104131,3
CUST104132,0
CUST104133,1
CUST104134,3
CUST104135,1
CUST104136,1
CUST104137,3
CUST104138,2
CUST104139,3
CUST104140,3
CUST104141,3
CUST104142,1
CUST104143,1
CUST104144,1
CUST104145,0
CUST104146,1
CUST104147,1
CUST104148,1
CUST104149,1
CUST104150,1
CUST104151,1
CUST104152,1
CUST104153,1
CUST104154,1
CUST104155,0
CUST104156,1
CUST104157,2
CUST104158,1
CUST104159,1
CUST104160,1
CUST104161,1
CUST104162,1
CUST104163,2
CUST104164,1
CUST104165,1
CUST104166,0
CUST104167,1
CUST104168,0
CUST104169,2
CUST104170,1
CUST104171,1
CUST104172,1
CUST104173,1
CUST104174,0
CUST104175,2
CUST104176,1
CUST104177,1
CUST104178,1
CUST104179,1
CUST104180,1
CUST104181,2
CUST104182,1
CUST104183,0
CUST104184,1
CUST104185,2
CUST104186,1
CUST104187,3
CUST104188,2
CUST104189,1
CUST104190,3
CUST104191,3
CUST104192,1
CUST104193,1
CUST104194,2
CUST104195,1
CUST104196,1
CUST104197,2
CUST104198,1
CUST104199,1
CUST104200,3
CUST104201,1
CUST104202,1
CUST104203,1
CUST104204,1
CUST104205,2
CUST104206,1
CUST104207,1
CUST104208,1
CUST104209,1
CUST104210,0
CUST104211,0
CUST104212,1
CUST104213,3
CUST104214,1
CUST104215,1
CUST104216,1
CUST104217,3
CUST104218,1
CUST104219,0
CUST104220,0
CUST104221,0
CUST104222,1
CUST104223,1
CUST104224,1
CUST104225,1
CUST104226,1
CUST104227,1
CUST104228,1
CUST104229,1
CUST104230,1
CUST104231,3
CUST104232,2
CUST104233,1
CUST104234,1
CUST104235,1
CUST104236,3
CUST104237,1
CUST104238,0
CUST104239,1
CUST104240,1
CUST104241,2
CUST104242,3
CUST104243,1
CUST104244,1
CUST104245,0
CUST104246,1
CUST104247,2
CUST104248,1
CUST104249,1
CUST104250,1
CUST104251,0
CUST104252,2
CUST104253,1
CUST104254,2
CUST104255,2
CUST104256,0
CUST104257,3
CUST104258,0
CUST104259,1
CUST104260,2
CUST104261,3
CUST104262,3
CUST104263,3
CUST104264,1
CUST104265,1
CUST104266,1
CUST104267,1
CUST104268,1
CUST104269,1
CUST104270,1
CUST104271,0
CUST104272,1
CUST104273,2
CUST104274,1
CUST104275,0
CUST104276,2
CUST104277,1
CUST104278,1
CUST104279,1
CUST104280,1
CUST104281,0
CUST104282,1
CUST104283,1
CUST104284,2
CUST104285,3
CUST104286,2
CUST104287,1
CUST104288,2
CUST104289,0
CUST104290,1
CUST104291,1
CUST104292,1
CUST104293,1
CUST104294,1
CUST104295,3
CUST104296,1
CUST104297,1
CUST104298,1
CUST104299,2
CUST104300,2
CUST104301,2
CUST104302,1
CUST104303,2
CUST104304,1
CUST104305,0
CUST104306,2
CUST104307,2
CUST104308,2
CUST104309,1
CUST104310,1
CUST104311,1
CUST104312,1
CUST104313,1
CUST104314,1
CUST104315,2
CUST104316,2
CUST104317,2
CUST104318,1
CUST104319,2
CUST104320,1
CUST104321,1
CUST104322,2
CUST104323,2
CUST104324,1
CUST104325,0
CUST104326,3
CUST104327,1
CUST104328,3
CUST104329,2
CUST104330,1
CUST104331,2
CUST104332,1
CUST104333,0
CUST104334,1
CUST104335,0
CUST104336,1
CUST104337,0
CUST104338,2
CUST104339,1
CUST104340,1
CUST104341,1
CUST104342,3
CUST104343,0
CUST104344,1
CUST104345,2
CUST104346,1
CUST104347,1
CUST104348,1
CUST104349,1
CUST104350,1
CUST104351,2
CUST104352,1
CUST104353,2
CUST104354,0
CUST104355,1
CUST104356,1
CUST104357,1
CUST104358,2
CUST104359,1
CUST104360,1
CUST104361,1
CUST104362,1
CUST104363,1
CUST104364,0
CUST104365,2
CUST104366,1
CUST104367,1
CUST104368,1
CUST104369,1
CUST104370,1
CUST104371,1
CUST104372,1
CUST104373,1
CUST104374,1
CUST104375,1
CUST104376,1
CUST104377,2
CUST104378,1
CUST104379,1
CUST104380,1
CUST104381,1
CUST104382,1
CUST104383,1
CUST104384,1
CUST104385,0
CUST104386,0
CUST104387,0
CUST104388,1
CUST104389,1
CUST104390,1
CUST104391,3
CUST104392,1
CUST104393,2
CUST104394,1
CUST104395,1
CUST104396,0
CUST104397,3
CUST104398,0
CUST104399,0
CUST104400,3
CUST104401,2
CUST104402,1
CUST104403,2
CUST104404,1
CUST104405,1
CUST104406,2
CUST104407,1
CUST104408,2
CUST104409,1
CUST104410,0
CUST104411,1
CUST104412,1
CUST104413,0
CUST104414,1
CUST104415,0
CUST104416,1
CUST104417,1
CUST104418,1
CUST104419,0
CUST104420,0
CUST104421,1
CUST104422,1
CUST104423,1
CUST104424,3
CUST104425,2
CUST104426,1
CUST104427,2
CUST104428,1
CUST104429,1
CUST104430,1
CUST104431,1
CUST104432,1
CUST104433,1
CUST104434,1
CUST104435,3
CUST104436,1
CUST104437,1
CUST104438,1
CUST104439,1
CUST104440,3
CUST104441,1
CUST104442,1
CUST104443,1
CUST104444,1
CUST104445,3
CUST104446,1
CUST104447,2
CUST104448,1
CUST104449,3
CUST104450,1
CUST104451,1
CUST104452,1
CUST104453,1
CUST104454,2
CUST104455,1
CUST104456,2
CUST104457,1
CUST104458,1
CUST104459,1
CUST104460,2
CUST104461,3
CUST104462,1
CUST104463,1
CUST104464,3
CUST104465,1
CUST104466,2
CUST104467,3
CUST104468,2
CUST104469,0
CUST104470,1
CUST104471,2
CUST104472,1
CUST104473,1
CUST104474,1
CUST104475,1
CUST104476,1
CUST104477,3
CUST104478,1
CUST104479,3
CUST104480,1
CUST104481,1
CUST104482,2
CUST104483,1
CUST104484,1
CUST104485,0
CUST104486,1
CUST104487,1
CUST104488,1
CUST104489,1
CUST104490,1
CUST104491,1
CUST104492,0
CUST104493,1
CUST104494,1
CUST104495,2
CUST104496,1
CUST104497,2
CUST104498,1
CUST104499,1
CUST104500,0
CUST104501,1
CUST104502,1
CUST104503,0
CUST104504,1
CUST104505,1
CUST104506,1
CUST104507,1
CUST104508,0
CUST104509,1
CUST104510,1
CUST104511,2
CUST104512,1
CUST104513,2
CUST104514,1
CUST104515,1
CUST104516,1
CUST104517,1
CUST104518,1
CUST104519,2
CUST104520,1
CUST104521,1
CUST104522,0
CUST104523,1
CUST104524,1
CUST104525,1
CUST104526,1
CUST104527,1
CUST104528,2
CUST104529,1
CUST104530,1
CUST104531,1
CUST104532,1
CUST104533,2
CUST104534,1
CUST104535,1
CUST104536,1
CUST104537,3
CUST104538,1
CUST104539,1
CUST104540,3
CUST104541,2
CUST104542,1
CUST104543,2
CUST104544,1
CUST104545,1
CUST104546,1
CUST104547,1
CUST104548,1
CUST104549,2
CUST104550,0
CUST104551,0
CUST104552,3
CUST104553,2
CUST104554,0
CUST104555,2
CUST104556,1
CUST104557,2
CUST104558,1
CUST104559,1
CUST104560,1
CUST104561,0
CUST104562,1
CUST104563,1
CUST104564,1
CUST104565,1
CUST104566,1
CUST104567,1
CUST104568,1
CUST104569,1
CUST104570,1
CUST104571,2
CUST104572,1
CUST104573,1
CUST104574,1
CUST104575,0
CUST104576,2
CUST104577,0
CUST104578,3
CUST104579,1
CUST104580,1
CUST104581,2
CUST104582,1
CUST104583,1
CUST104584,3
CUST104585,1
CUST104586,1
CUST104587,1
CUST104588,1
CUST104589,1
CUST104590,1
CUST104591,2
CUST104592,2
CUST104593,1
CUST104594,2
CUST104595,3
CUST104596,3
CUST104597,3
CUST104598,1
CUST104599,1
CUST104600,1
CUST104601,1
CUST104602,2
CUST104603,1
CUST104604,2
CUST104605,0
CUST104606,1
CUST104607,1
CUST104608,1
CUST104609,2
CUST104610,1
CUST104611,1
CUST104612,1
CUST104613,1
CUST104614,3
CUST104615,1
CUST104616,1
CUST104617,1
CUST104618,1
CUST104619,2
CUST104620,3
CUST104621,1
CUST104622,2
CUST104623,1
CUST104624,1
CUST104625,1
CUST104626,3
CUST104627,0
CUST104628,1
CUST104629,1
CUST104630,1
CUST104631,1
CUST104632,1
CUST104633,1
CUST104634,1
CUST104635,1
CUST104636,1
CUST104637,1
CUST104638,1
CUST104639,1
CUST104640,1
CUST104641,1
CUST104642,1
CUST104643,1
CUST104644,3
CUST104645,1
CUST104646,2
CUST104647,1
CUST104648,1
CUST104649,2
CUST104650,1
CUST104651,1
CUST104652,0
CUST104653,1
CUST104654,1
CUST104655,1
CUST104656,1
CUST104657,0
CUST104658,1
CUST104659,2
CUST104660,0
CUST104661,1
CUST104662,1
CUST104663,0
CUST104664,3
CUST104665,0
CUST104666,1
CUST104667,1
CUST104668,3
CUST104669,1
CUST104670,2
CUST104671,1
CUST104672,1
CUST104673,1
CUST104674,0
CUST104675,1
CUST104676,1
CUST104677,1
CUST104678,2
CUST104679,2
CUST104680,1
CUST104681,1
CUST104682,1
CUST104683,1
CUST104684,1
CUST104685,1
CUST104686,2
CUST104687,2
CUST104688,0
CUST104689,1
CUST104690,1
CUST104691,1
CUST104692,1
CUST104693,1
CUST104694,1
CUST104695,1
CUST104696,3
CUST104697,1
CUST104698,1
CUST104699,1
CUST104700,1
CUST104701,3
CUST104702,3
CUST104703,1
CUST104704,1
CUST104705,3
CUST104706,2
CUST104707,1
CUST104708,1
CUST104709,1
CUST104710,2
CUST104711,2
CUST104712,3
CUST104713,2
CUST104714,3
CUST104715,2
CUST104716,1
CUST104717,1
CUST104718,3
CUST104719,3
CUST104720,0
CUST104721,2
CUST104722,1
CUST104723,1
CUST104724,2
CUST104725,1
CUST104726,1
CUST104727,0
CUST104728,1
CUST104729,1
CUST104730,0
CUST104731,0
CUST104732,1
CUST104733,1
CUST104734,2
CUST104735,2
CUST104736,2
CUST104737,1
CUST104738,1
CUST104739,1
CUST104740,3
CUST104741,1
CUST104742,1
CUST104743,1
CUST104744,3
CUST104745,1
CUST104746,2
CUST104747,1
CUST104748,1
CUST104749,0
CUST104750,3
CUST104751,1
CUST104752,1
CUST104753,1
CUST104754,1
CUST104755,2
CUST104756,3
CUST104757,1
CUST104758,1
CUST104759,1
CUST104760,2
CUST104761,2
CUST104762,2
CUST104763,1
CUST104764,2
CUST104765,1
CUST104766,0
CUST104767,1
CUST104768,1
CUST104769,0
CUST104770,1
CUST104771,1
CUST104772,1
CUST104773,3
CUST104774,1
CUST104775,1
CUST104776,1
CUST104777,1
CUST104778,1
CUST104779,1
CUST104780,1
CUST104781,2
CUST104782,1
CUST104783,1
CUST104784,0
CUST104785,1
CUST104786,1
CUST104787,3
CUST104788,2
CUST104789,1
CUST104790,1
CUST104791,1
CUST104792,1
CUST104793,1
CUST104794,0
CUST104795,3
CUST104796,1
CUST104797,1
CUST104798,3
CUST104799,1
CUST104800,1
CUST104801,0
CUST104802,1
CUST104803,1
CUST104804,1
CUST104805,1
CUST104806,0
CUST104807,3
CUST104808,3
CUST104809,1
CUST104810,1
CUST104811,1
CUST104812,2
CUST104813,1
CUST104814,2
CUST104815,0
CUST104816,1
CUST104817,2
CUST104818,1
CUST104819,1
CUST104820,1
CUST104821,0
CUST104822,1
CUST104823,1
CUST104824,1
CUST104825,1
CUST104826,2
CUST104827,1
CUST104828,1
CUST104829,2
CUST104830,1
CUST104831,1
CUST104832,1
CUST104833,1
CUST104834,1
CUST104835,1
CUST104836,2
CUST104837,1
CUST104838,3
CUST104839,3
CUST104840,1
CUST104841,1
CUST104842,1
CUST104843,1
CUST104844,1
CUST104845,1
CUST104846,0
CUST104847,1
CUST104848,1
CUST104849,1
CUST104850,2
CUST104851,2
CUST104852,1
CUST104853,1
CUST104854,1
CUST104855,0
CUST104856,1
CUST104857,1
CUST104858,3
CUST104859,3
CUST104860,2
CUST104861,0
CUST104862,1
CUST104863,1
CUST104864,3
CUST104865,1
CUST104866,0
CUST104867,1
CUST104868,3
CUST104869,1
CUST104870,0
CUST104871,2
CUST104872,0
CUST104873,1
CUST104874,1
CUST104875,3
CUST104876,2
CUST104877,1
CUST104878,2
CUST104879,1
CUST104880,0
CUST104881,1
CUST104882,1
CUST104883,1
CUST104884,2
CUST104885,1
CUST104886,2
CUST104887,1
CUST104888,1
CUST104889,0
CUST104890,2
CUST104891,1
CUST104892,0
CUST104893,1
CUST104894,3
CUST104895,3
CUST104896,3
CUST104897,1
CUST104898,2
CUST104899,1
CUST104900,1
CUST104901,1
CUST104902,1
CUST104903,1
CUST104904,1
CUST104905,1
CUST104906,0
CUST104907,1
CUST104908,2
CUST104909,3
CUST104910,1
CUST104911,0
CUST104912,2
CUST104913,1
CUST104914,1
CUST104915,1
CUST104916,3
CUST104917,0
CUST104918,3
CUST104919,1
CUST104920,1
CUST104921,1
CUST104922,1
CUST104923,1
CUST104924,3
CUST104925,1
CUST104926,2
CUST104927,2
CUST104928,0
CUST104929,1
CUST104930,1
CUST104931,0
CUST104932,1
CUST104933,2
CUST104934,2
CUST104935,1
CUST104936,1
CUST104937,1
CUST104938,2
CUST104939,1
CUST104940,2
CUST104941,1
CUST104942,3
CUST104943,0
CUST104944,1
CUST104945,2
CUST104946,3
CUST104947,1
CUST104948,0
CUST104949,3
CUST104950,2
CUST104951,1
CUST104952,1
CUST104953,0
CUST104954,3
CUST104955,1
CUST104956,1
CUST104957,1
CUST104958,1
CUST104959,1
CUST104960,1
CUST104961,1
CUST104962,1
CUST104963,1
CUST104964,1
CUST104965,0
CUST104966,1
CUST104967,1
CUST104968,2
CUST104969,0
CUST104970,1
CUST104971,1
CUST104972,1
CUST104973,0
CUST104974,3
CUST104975,3
CUST104976,1
CUST104977,1
CUST104978,1
CUST104979,3
CUST104980,0
CUST104981,2
CUST104982,2
CUST104983,0
CUST104984,2
CUST104985,2
CUST104986,2
CUST104987,1
CUST104988,2
CUST104989,1
CUST104990,1
CUST104991,2
CUST104992,1
CUST104993,1
CUST104994,1
CUST104995,0
CUST104996,1
CUST104997,1
CUST104998,0
CUST104999,1
CUST105000,1
CUST105001,0
CUST105002,1
CUST105003,1
CUST105004,3
CUST105005,0
CUST105006,0
CUST105007,1
CUST105008,1
CUST105009,1
CUST105010,0
CUST105011,1
CUST105012,2
CUST105013,3
CUST105014,2
CUST105015,2
CUST105016,3
CUST105017,1
CUST105018,1
CUST105019,1
CUST105020,1
CUST105021,1
CUST105022,2
CUST105023,1
CUST105024,1
CUST105025,1
CUST105026,1
CUST105027,0
CUST105028,1
CUST105029,1
CUST105030,1
CUST105031,1
CUST105032,2
CUST105033,2
CUST105034,1
CUST105035,0
CUST105036,2
CUST105037,3
CUST105038,1
CUST105039,1
CUST105040,0
CUST105041,1
CUST105042,1
CUST105043,1
CUST105044,2
CUST105045,1
CUST105046,1
CUST105047,1
CUST105048,0
CUST105049,1
CUST105050,1
CUST105051,0
CUST105052,3
CUST105053,1
CUST105054,2
CUST105055,1
CUST105056,1
CUST105057,1
CUST105058,2
CUST105059,3
CUST105060,1
CUST105061,1
CUST105062,1
CUST105063,1
CUST105064,1
CUST105065,1
CUST105066,1
CUST105067,1
CUST105068,2
CUST105069,1
CUST105070,0
CUST105071,1
CUST105072,1
CUST105073,0
CUST105074,1
CUST105075,1
CUST105076,3
CUST105077,1
CUST105078,1
CUST105079,1
CUST105080,1
CUST105081,3
CUST105082,1
CUST105083,1
CUST105084,1
CUST105085,1
CUST105086,1
CUST105087,2
CUST105088,1
CUST105089,1
CUST105090,3
CUST105091,0
CUST105092,1
CUST105093,1
CUST105094,1
CUST105095,2
CUST105096,1
CUST105097,1
CUST105098,2
CUST105099,1
CUST105100,1
CUST105101,2
CUST105102,1
CUST105103,1
CUST105104,0
CUST105105,1
CUST105106,1
CUST105107,3
CUST105108,1
CUST105109,1
CUST105110,1
CUST105111,1
CUST105112,1
CUST105113,3
CUST105114,2
CUST105115,2
CUST105116,1
CUST105117,0
CUST105118,0
CUST105119,1
CUST105120,1
CUST105121,1
CUST105122,3
CUST105123,0
CUST105124,1
CUST105125,1
CUST105126,1
CUST105127,1
CUST105128,1
CUST105129,1
CUST105130,1
CUST105131,1
CUST105132,1
CUST105133,2
CUST105134,2
CUST105135,2
CUST105136,1
CUST105137,2
CUST105138,1
CUST105139,1
CUST105140,1
CUST105141,1
CUST105142,2
CUST105143,1
CUST105144,1
CUST105145,1
CUST105146,1
CUST105147,1
CUST105148,1
CUST105149,1
CUST105150,1
CUST105151,1
CUST105152,1
CUST105153,0
CUST105154,1
CUST105155,0
CUST105156,1
CUST105157,1
CUST105158,3
CUST105159,1
CUST105160,1
CUST105161,1
CUST105162,1
CUST105163,1
CUST105164,1
CUST105165,3
CUST105166,1
CUST105167,1
CUST105168,1
CUST105169,1
CUST105170,1
CUST105171,1
CUST105172,1
CUST105173,1
CUST105174,2
CUST105175,1
CUST105176,1
CUST105177,1
CUST105178,1
CUST105179,1
CUST105180,2
CUST105181,1
CUST105182,3
CUST105183,2
CUST105184,0
CUST105185,1
CUST105186,1
CUST105187,1
CUST105188,1
CUST105189,1
CUST105190,3
CUST105191,1
CUST105192,0
CUST105193,2
CUST105194,1
CUST105195,1
CUST105196,2
CUST105197,0
CUST105198,1
CUST105199,1
CUST105200,1
CUST105201,1
CUST105202,2
CUST105203,1
CUST105204,1
CUST105205,2
CUST105206,1
CUST105207,1
CUST105208,2
CUST105209,1
CUST105210,1
CUST105211,0
CUST105212,1
CUST105213,1
CUST105214,1
CUST105215,1
CUST105216,1
CUST105217,1
CUST105218,1
CUST105219,1
CUST105220,1
CUST105221,2
CUST105222,1
CUST105223,1
CUST105224,3
CUST105225,1
CUST105226,1
CUST105227,1
CUST105228,1
CUST105229,1
CUST105230,1
CUST105231,1
CUST105232,1
CUST105233,2
CUST105234,1
CUST105235,3
CUST105236,1
CUST105237,1
CUST105238,1
CUST105239,3
